"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00118324","2010-12","42.02556","-88.17833","249.6","STREAMWOOD, IL US","639.7","0","0.0","1,0","10",",0","5",",0","0",",0","27",",0","6",",0","2","1,0","29","1,0","19",",0","0",",0","0",",0","4","","1","","-18.3","1,0,15,","229",",,0,26,","79",",,0,21,","10.2",",,0,12,","10.0",",0,31,","1368.8","0","","","","","","","732.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.0",",,,0","324",",,,0","-6.11","1,0","-0.87",",,,0","-11.35","1,,,0","",""
"USC00118324","2011-01","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","","0.0",",K","8",",K","3",",K","0",",K","18","3,K","2","1,K","3",",K","31",",K","21",",K","0",",K","0",",K","4","","","","-22.2",",K,23,+","102","3,,K,29,+","46","1,,K,12,","10.4",",,K,18,","13.3",",K,01,","2147.2","","   1.1","2,,,7,3,2","   0.0","2,,,7,5,3","","","778.4",",K","   4.4","3,,,7,3,2","   5.0","5,,,7,5,2","   3.3",",,,7,5,3","  -1.1","2,,,7,3,2","  -0.6","2,,,7,5,3","","","  -0.6","3,,,7,3,2","   0.6","5,,,7,5,2","  -0.6",",,,7,5,3","   0.0","2,,,7,3,2","  -0.5","2,,,7,5,3","","","   1.1","3,,,7,3,2","   2.6","5,,,7,5,2","   0.0",",,,7,5,3","25.0",",,,K","180","1,,,K","-6.78",",K","-1.26",",,,K","-12.30",",,,K","3.6",",7"
"USC00118324","2011-02","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","","0.0",",K","16",",K","5",",K","0",",K","18","2,K","4","1,K","5",",K","26",",K","9",",K","0",",K","0",",K","1","","","","-23.9",",K,11,","457","2,,K,02,","419","1,,K,02,","22.4",",,K,21,","13.9",",K,19,+","2768.6","","   2.8","2,,,7,3,2","   5.0","3,,,7,5,2","   0.0",",,,7,5,3","621.4",",K","   5.6","1,,,7,3,2","   6.7","3,,,7,5,2","   0.6",",,,7,5,3","  -0.6","2,,,7,3,2"," -11.1","3,,,7,5,2","  -0.6",",,,7,5,3","   0.6","1,,,7,3,2","  -0.6","3,,,7,5,2","  -0.6",",,,7,5,3","   0.8","2,,,7,3,2","   0.6","3,,,7,5,2","  -0.4",",,,7,5,3","   1.9","1,,,7,3,2","   2.4","3,,,7,5,2","  -0.1",",,,7,5,3","59.5",",,,K","616","1,,,K","-3.86",",K","1.64",",,,K","-9.35",",,,K","11.2",",7"
"USC00118324","2011-03","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","","0.0",",K","7",",K","5",",K","0",",K","0",",K","0",",K","0",",K","27",",K","0",",K","0",",K","0",",K","2","","3","","-9.4",",K,27,+","0",",T,K,24,+","8",",,K,06,","15.7",",,K,05,","18.9",",K,18,+","3284.4","","   6.7","2,,,7,3,2","   6.7","4,,,7,5,2","   5.6","1,,,7,5,3","515.8",",K","  10.0","2,,,7,3,2","  10.6","5,,,7,5,2","   6.7",",,,7,5,3","   0.6","2,,,7,3,2","   0.0","4,,,7,5,2","  -0.6","1,,,7,5,3","   0.6","2,,,7,3,2","   0.6","5,,,7,5,2","  -0.6",",,,7,5,3","   2.7","2,,,7,3,2","   2.2","4,,,7,5,2","   2.0","1,,,7,5,3","   4.1","2,,,7,3,2","   3.9","5,,,7,5,2","   2.7",",,,7,5,3","44.7",",,,K","11",",,,K","1.69",",K","7.70",",,,K","-4.31",",,,K","8.9",",7"
"USC00118324","2011-04","42.02556","-88.17833","249.6","STREAMWOOD, IL US","1.4","","1.4",",K","18",",K","11",",K","0",",K","0",",K","0",",K","0",",K","12",",K","0",",K","4",",K","0",",K","11","","3","","-7.8",",K,01,","0",",,K,30,+","8",",,K,18,","19.6",",,K,20,","30.0",",K,11,","3593.3","","   8.9","4,,,7,3,2","  12.2","4,,,7,5,2","  10.6","1,,,7,5,3","308.9",",K","  13.9","5,,,7,3,2","  17.2","3,,,7,5,2","  12.2","1,,,7,5,3","   2.8","4,,,7,3,2","   3.9","4,,,7,5,2","   3.9","1,,,7,5,3","   4.4","5,,,7,3,2","   6.7","3,,,7,5,2","   5.0","1,,,7,5,3","   6.3","4,,,7,3,2","   7.6","4,,,7,5,2","   5.7","1,,,7,5,3","   8.5","5,,,7,3,2","  11.3","3,,,7,5,2","   7.6","1,,,7,5,3","130.4",",,,K","8",",,,K","8.08",",K","14.23",",,,K","1.94",",,,K","7.6",",7"
"USC00118324","2011-05","42.02556","-88.17833","249.6","STREAMWOOD, IL US","33.0","","31.6",",K","13",",K","5",",K","2",",K","0",",K","0",",K","0",",K","0",",K","0",",K","15",",K","4",",K","4","","5","","1.1",",K,04,","0",",,K,31,+","0",",,K,31,+","64.0",",,K,30,","33.3",",K,31,","3740.2","","  18.9","4,,,7,5,2","  11.7","3,,,7,5,3","","","146.9",",K","  21.7","3,,,7,5,2","  21.7","3,,,7,5,3","","","   4.4","4,,,7,5,2","   5.0","3,,,7,5,3","","","  12.2","3,,,7,5,2","   5.6","3,,,7,5,3","","","  12.4","4,,,7,5,2","   8.9","3,,,7,5,3","","","  15.5","3,,,7,5,2","  11.7","3,,,7,5,3","","","152.9",",,,K","0",",,,K","14.62",",K","21.25",",,,K","7.98",",,,K","5.4",",7"
"USC00118324","2011-06","42.02556","-88.17833","249.6","STREAMWOOD, IL US","111.3","","78.3","5,K","8","5,K","3","5,K","1","5,K","0","5,K","0","5,K","0","5,K","0","5,K","0","5,K","19","5,K","5","5,K","2","","4","","8.3","5,K,12,","0","5,,K,30,+","0","5,,K,30,+","33.0","5,,K,10,","35.6","5,K,08,","3761.3","","","","","","","","21.1","5,K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.6","5,,,K","0","5,,,K","20.62","5,K","27.40","5,,,K","13.85","5,,,K","3.1","5,7"
"USC00118324","2011-07","42.02556","-88.17833","249.6","STREAMWOOD, IL US","314.3","","203.0","1,K","7","1,K","5","1,K","1","1,K","0","1,K","0","1,K","0","1,K","0","1,K","0","1,K","30","1,K","10","1,K","","","6","","13.3","1,K,08,+","0","1,,K,31,+","0","1,,K,31,+","121.9","1,,K,23,","36.7","1,K,22,+","0.0","","  25.0","5,,,7,3,2","  27.8","5,,,7,5,3","","","0.0","1,K","  28.9","5,,,7,5,3","","","","","  16.1","5,,,7,3,2","  11.1","5,,,7,5,3","","","  22.2","5,,,7,5,3","","","","","  21.0","5,,,7,3,2","  21.5","5,,,7,5,3","","","  26.2","5,,,7,5,3","","","","","185.0","1,,,K","0","1,,,K","25.10","1,K","31.60","1,,,K","18.60","1,,,K","3.6","3,7"
"USC00118324","2011-08","42.02556","-88.17833","249.6","STREAMWOOD, IL US","421.8","","107.5",",K","9",",K","7",",K","2",",K","0",",K","0",",K","0",",K","0",",K","0",",K","30",",K","4",",K","3","","7","","10.6",",K,15,","0",",,K,31,+","0",",,K,31,+","78.5",",,K,21,","33.3",",K,25,+","3.3","","  24.4","5,,,7,3,2","  26.1",",,,7,5,2","  25.6",",,,7,5,3","3.3",",K","  29.4","4,,,7,3,2","  31.1",",,,7,5,2","  28.9",",,,7,5,3","  16.7","5,,,7,3,2","  20.0",",,,7,5,2","  21.7",",,,7,5,3","  19.4","4,,,7,3,2","  21.7",",,,7,5,2","  21.7",",,,7,5,3","  21.0","5,,,7,3,2","  22.4",",,,7,5,2","  22.2",",,,7,5,3","  23.2","4,,,7,3,2","  24.2",",,,7,5,2","  23.4",",,,7,5,3","173.3",",,,K","0",",,,K","21.69",",K","28.28",",,,K","15.11",",,,K","2.7",",7"
"USC00118324","2011-09","42.02556","-88.17833","249.6","STREAMWOOD, IL US","453.2","","31.4",",K","10",",K","5",",K","2",",K","0",",K","0",",K","0",",K","0",",K","0",",K","16",",K","3",",K","6","","","","1.7",",K,15,","0",",,K,30,+","0",",,K,30,+","53.1",",,K,27,","33.3",",K,03,+","113.3","","  20.6","2,,,7,3,2","  22.2","1,,,7,5,3","","","110.0",",K","  25.6","2,,,7,3,2","  24.4","1,,,7,5,3","","","  12.2","2,,,7,3,2","  21.1","1,,,7,5,3","","","  14.4","2,,,7,3,2","  21.1","1,,,7,5,3","","","  16.1","2,,,7,3,2","  21.8","1,,,7,5,3","","","  18.2","2,,,7,3,2","  22.2","1,,,7,5,3","","","108.3",",,,K","0",",,,K","15.71",",K","22.09",",,,K","9.33",",,,K","6.7",",7"
"USC00118324","2011-10","42.02556","-88.17833","249.6","STREAMWOOD, IL US","456.0","","2.8",",K","13",",K","5",",K","0",",K","0",",K","0",",K","0",",K","6",",K","0",",K","14",",K","0",",K","5","","","","-2.8",",K,30,","0",",,K,31,+","0",",,K,31,+","10.2",",,K,13,","28.9",",K,10,+","322.1","","  17.2","2,,,7,3,2","  21.1","1,,,7,5,2","  22.2",",,,7,5,3","208.8",",K","  20.6","1,,,7,3,2","  25.0","1,,,7,5,2","  22.2","1,,,7,5,3","   7.8","2,,,7,3,2","  10.0","1,,,7,5,2","  11.1",",,,7,5,3","   9.4","1,,,7,3,2","  13.3","1,,,7,5,2","  15.6","1,,,7,5,3","  12.3","2,,,7,3,2","  16.0","1,,,7,5,2","  19.3",",,,7,5,3","  14.7","1,,,7,3,2","  18.2","1,,,7,5,2","  20.3","1,,,7,5,3","39.9",",,,K","0",",,,K","11.69",",K","19.48",",,,K","3.89",",,,K","8.0",",7"
"USC00118324","2011-11","42.02556","-88.17833","249.6","STREAMWOOD, IL US","","","","","8","3,K","4","3,K","1","3,K","0","4,K","0","4,K","","","","","","","","","","","3","","","","","","0","4,,K,30,+","0","4,,K,30,+","33.0","3,,K,09,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.0","3,,,K","0","4,,,K","","","","","","","",""
