"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00368361","2012-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","274.0","7","49.7",",7","13",",7","7",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","2",",7","17","","1","","7.8",",7,19,","0",",,7,31,+","0",",,7,31,+","32.0",",,7,28,","32.8",",7,05,","18.9","7","  23.3",",,,7,3,2","  22.8",",,,7,5,2","18.1",",7","  27.2",",,,7,3,2","  26.1",",,,7,5,2","  18.3",",,,7,3,2","  18.9",",,,7,5,2","  20.6",",,,7,3,2","  21.1",",,,7,5,2","  20.3",",,,7,3,2","  20.4",",,,7,5,2","  24.1",",,,7,3,2","  23.4",",,,7,5,2","93.1",",,,7","0",",,,7","19.35",",7","25.90",",,,7","12.81",",,,7","","","",""
"USC00368361","2012-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.7","1,7","307.8","7","33.8",",7","13",",7","11",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","15",",7","0",",7","11","","3","","3.3",",7,20,","0",",,7,30,+","0",",,7,30,+","21.8",",,7,08,","31.1",",7,01,","133.0","7","  22.2",",,,7,3,2","  22.2",",,,7,5,2","114.1",",7","  25.6",",,,7,3,2","  25.0",",,,7,5,2","  12.8",",,,7,3,2","  13.3",",,,7,5,2","  15.0",",,,7,3,2","  15.0",",,,7,5,2","  17.4",",,,7,3,2","  17.3",",,,7,5,2","  20.0",",,,7,3,2","  19.8",",,,7,5,2","130.2",",,,7","0",",,,7","15.66",",7","21.90",",,,7","9.41",",,,7","300","1,7","13.0","1,7"
"USC00368361","2012-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.9",",7","308.9","7","1.1",",7","19",",7","17",",7","2",",7","0",",7","0",",7","0",",7","5",",7","0",",7","5",",7","0",",7","9","","","","-2.2",",7,13,","0",",,7,31,+","0",",,7,31,+","56.4",",,7,30,","25.6",",7,26,","379.2","7","  16.7",",,,7,3,2","  16.1",",,,7,5,2","246.2",",7","  18.3",",,,7,3,2","  17.8",",,,7,5,2","   7.8",",,,7,3,2","   7.8",",,,7,5,2","   9.4",",,,7,3,2","   9.4",",,,7,5,2","  11.9",",,,7,3,2","  11.8",",,,7,5,2","  13.5",",,,7,3,2","  13.5",",,,7,5,2","210.3",",,,7","0",",,,7","10.43",",7","15.40",",,,7","5.45",",,,7","350",",7","17.4",",7"
"USC00368361","2012-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.7",",7","308.9","7","0.0",",7","10",",7","6",",7","0",",7","3",",7","1",",7","0",",7","23",",7","1",",7","0",",7","0",",7","6","","","","-5.6",",7,09,+","25",",,7,26,+","25",",,7,24,","15.7",",,7,01,","19.4",",7,12,","835.5","7","   8.9",",,,7,3,2","   8.9",",,,7,5,2","456.3",",7","  10.0",",,,7,3,2","  10.0",",,,7,5,2","   1.1",",,,7,3,2","   2.2",",,,7,5,2","   2.8",",,,7,3,2","   2.8",",,,7,5,2","   4.7",",,,7,3,2","   4.7",",,,7,5,2","   6.2",",,,7,3,2","   6.1",",,,7,5,2","59.7",",,,7","45",",,,7","3.12",",7","7.48",",,,7","-1.24",",,,7","180","1,7","17.9","1,7"
"USC00368361","2012-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.2",",7","308.9","7","0.0",",7","19",",7","11",",7","1",",7","10",",7","3",",7","0",",7","25",",7","8",",7","0",",7","0",",7","8","","","","-9.4",",7,29,","330",",,7,31,+","305",",,7,22,","30.0",",,7,22,","16.1",",7,05,","1349.6","7","   7.2","1,,,7,3,2","   7.2","1,,,7,5,2","514.1",",7","   9.4","1,,,7,3,2","   9.4","1,,,7,5,2","   1.1","1,,,7,3,2","   1.1","1,,,7,5,2","   1.7","1,,,7,3,2","   1.7","1,,,7,5,2","   3.3","1,,,7,3,2","   3.4","1,,,7,5,2","   4.5","1,,,7,3,2","   4.5","1,,,7,5,2","147.4",",,,7","694",",,,7","1.75",",7","5.39",",,,7","-1.90",",,,7","120","1,7","15.6","1,7"
"USC00368361","2013-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.9",",7","0.0","7","0.0",",7","19",",7","9",",7","0",",7","21",",7","6",",7","0",",7","27",",7","13",",7","0",",7","0",",7","5","","","","-16.7",",7,25,","356",",,7,24,","356",",,7,23,","10.9",",,7,31,","17.8",",7,14,","1977.0","7","   5.6",",,,7,3,2","   5.6",",,,7,5,2","627.4",",7","   7.8",",,,7,3,2","   7.8",",,,7,5,2","  -0.6",",,,7,3,2","  -0.6",",,,7,5,2","  -0.6",",,,7,3,2","  -0.6",",,,7,5,2","   1.1",",,,7,3,2","   1.0",",,,7,5,2","   1.9",",,,7,3,2","   1.9",",,,7,5,2","68.0",",,,7","814",",,,7","-1.91",",7","1.72",",,,7","-5.54",",,,7","13",",7","98.3",",7"
"USC00368361","2013-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.6",",7","0.0","7","0.0",",7","20",",7","10",",7","0",",7","22",",7","9","1,7","0",",7","28",",7","14",",7","0",",7","0",",7","2","","","","-16.1",",7,18,","254",",,7,04,","229","1,,7,01,","18.0",",,7,27,","10.0",",7,12,","2606.0","7","   2.2",",,,7,3,2","   2.2",",,,7,5,2","629.0",",7","   7.2",",,,7,3,2","   7.2",",,,7,5,2","  -0.6",",,,7,3,2","  -0.6",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.4",",,,7,3,2","   0.5",",,,7,5,2","   0.8",",,,7,3,2","   0.8",",,,7,5,2","68.8",",,,7","949","1,,,7","-4.13",",7","-0.11",",,,7","-8.15",",,,7","150",",7","18.3",",7"
"USC00368361","2013-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.5","1,7","0.0","7","0.0",",7","20",",7","8",",7","0",",7","20",",7","9","2,7","0",",7","29",",7","11",",7","0",",7","0",",7","4","","","","-12.2",",7,05,","229",",,7,23,+","152","2,,7,22,","16.8",",,7,12,","18.3",",7,11,","3205.3","7","   2.8",",,,7,3,2","   2.8",",,,7,5,2","599.3",",7","   6.1",",,,7,3,2","   6.1",",,,7,5,2","  -0.6",",,,7,3,2","   0.0",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.9",",,,7,3,2","   1.0",",,,7,5,2","   1.8",",,,7,3,2","   1.8",",,,7,5,2","66.1",",,,7","640","2,,,7","-1.00",",7","2.44",",,,7","-4.44",",,,7","160","1,7","15.2","1,7"
"USC00368361","2013-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.2",",7","3.3","7","3.3",",7","14",",7","12",",7","0",",7","0",",7","0",",7","0",",7","17",",7","0",",7","6",",7","0",",7","8","","2","","-7.2",",7,07,+","0",",T,7,20,+","8",",,7,21,","23.6",",,7,11,","27.2",",7,19,","3532.1","7","  11.1","2,,,7,3,2","  11.1","1,,,7,5,2","326.8",",7","  15.0","2,,,7,3,2","  14.4","1,,,7,5,2","   0.6","2,,,7,3,2","   0.6","1,,,7,5,2","   2.8","2,,,7,3,2","   2.8","1,,,7,5,2","   6.4","2,,,7,3,2","   6.5","1,,,7,5,2","   9.3","2,,,7,3,2","   9.0","1,,,7,5,2","103.1",",,,7","8",",,,7","7.55",",7","14.04",",,,7","1.06",",,,7","160",",7","16.1",",7"
"USC00368361","2013-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.4",",7","31.1","7","27.8",",7","10",",7","6",",7","1",",7","0",",7","0",",7","0",",7","3",",7","0",",7","22",",7","0",",7","7","","1","","-1.1",",7,14,","0",",,7,31,+","0",",,7,31,+","26.2",",,7,29,","29.4",",7,22,+","3657.8","7","  19.4",",,,7,3,2","  18.9",",,,7,5,2","125.7",",7","  21.1",",,,7,3,2","  21.1",",,,7,5,2","  10.0",",,,7,3,2","  10.0",",,,7,5,2","  10.6",",,,7,3,2","  10.6",",,,7,5,2","  13.7",",,,7,3,2","  13.7",",,,7,5,2","  16.7",",,,7,3,2","  16.3",",,,7,5,2","84.7",",,,7","0",",,,7","15.17",",7","21.82",",,,7","8.52",",,,7","270",",7","14.3",",7"
"USC00368361","2013-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.2",",7","85.6","7","54.5",",7","16",",7","12",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","22",",7","0",",7","15","","3","","3.9",",7,04,","0",",,7,30,+","0",",,7,30,+","47.0",",,7,28,","30.6",",7,26,+","3713.9","7","  23.3","1,,,7,3,2","  22.2",",,,7,5,2","56.1",",7","  25.6","1,,,7,3,2","  25.0",",,,7,5,2","  16.1","1,,,7,3,2","  16.1",",,,7,5,2","  18.3","1,,,7,3,2","  16.7",",,,7,5,2","  19.0","1,,,7,3,2","  18.8",",,,7,5,2","  21.6","1,,,7,3,2","  21.1",",,,7,5,2","209.2",",,,7","0",",,,7","18.28",",7","23.65",",,,7","12.91",",,,7","18",",7","80.5",",7"
"USC00368361","2013-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","184.8","7","99.2",",7","14",",7","13",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","0",",7","19","","5","","7.8",",7,25,","0",",,7,31,+","0",",,7,31,+","38.4",",,7,28,","31.7",",7,19,+","15.8","7","  26.1",",,,7,3,2","  25.6",",,,7,5,2","15.8",",7","  28.9",",,,7,3,2","  27.8",",,,7,5,2","  19.4",",,,7,3,2","  18.9",",,,7,5,2","  20.6",",,,7,3,2","  21.1",",,,7,5,2","  22.5",",,,7,3,2","  22.3",",,,7,5,2","  24.3",",,,7,3,2","  24.4",",,,7,5,2","209.0",",,,7","0",",,,7","21.02",",7","26.06",",,,7","15.98",",,,7","","","",""
"USC00368361","2013-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","230.6","7","45.8",",7","14",",7","7",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","0",",7","21","","5","","7.8",",7,16,+","0",",,7,31,+","0",",,7,31,+","29.2",",,7,29,","28.9",",7,31,+","41.9","7","  22.8",",,,7,3,2","  22.2",",,,7,5,2","26.1",",7","  24.4",",,,7,3,2","  23.9",",,,7,5,2","  18.3",",,,7,3,2","  17.8",",,,7,5,2","  20.6",",,,7,3,2","  20.6",",,,7,5,2","  20.5",",,,7,3,2","  20.2",",,,7,5,2","  22.7",",,,7,3,2","  22.4",",,,7,5,2","88.6",",,,7","0",",,,7","18.97",",7","24.93",",,,7","13.01",",,,7","","","",""
"USC00368361","2013-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","257.8","7","27.2",",7","10",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","16",",7","1",",7","12","","3","","1.7",",7,18,","0",",,7,30,+","0",",,7,30,+","50.3",",,7,22,","32.2",",7,11,","160.7","7","  22.8","1,,,7,3,2","  22.8","1,,,7,5,2","118.8",",7","  23.9","1,,,7,3,2","  23.9","1,,,7,5,2","  14.4","1,,,7,3,2","  14.4","1,,,7,5,2","  16.7","1,,,7,3,2","  16.7","1,,,7,5,2","  18.1","1,,,7,3,2","  17.8","1,,,7,5,2","  20.1","1,,,7,3,2","  20.1","1,,,7,5,2","94.3",",,,7","0",",,,7","15.28",",7","21.41",",,,7","9.15",",,,7","","","",""
"USC00368361","2013-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","262.3","7","4.5",",7","20",",7","13",",7","0",",7","1",",7","1",",7","0",",7","4",",7","0",",7","9",",7","0",",7","8","","","","-1.7",",7,30,+","51",",,7,24,","51",",,7,24,","23.1",",,7,24,","26.1",",7,07,","392.2","7","  18.9",",,,7,3,2","  18.3","1,,,7,5,2","231.5",",7","  20.0",",,,7,3,2","  20.0",",,,7,5,2","   6.7",",,,7,3,2","   7.2","1,,,7,5,2","   7.8",",,,7,3,2","   8.3",",,,7,5,2","  13.2",",,,7,3,2","  13.0","1,,,7,5,2","  14.6",",,,7,3,2","  14.7",",,,7,5,2","132.8",",,,7","51",",,,7","11.01",",7","16.68",",,,7","5.34",",,,7","","","",""
"USC00368361","2013-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.0",",7","262.3","7","0.0",",7","19",",7","10",",7","0",",7","12",",7","8",",7","0",",7","19",",7","4",",7","0",",7","0",",7","2","","","","-10.0",",7,25,","203",",,7,29,","127",",,7,27,","23.1",",,7,03,","18.3",",7,07,","862.7","7","  10.6","2,,,7,3,2","  11.1","1,,,7,5,2","470.5",",7","  12.2","2,,,7,3,2","  12.2","1,,,7,5,2","   1.7","2,,,7,3,2","   2.2","1,,,7,5,2","   2.2","2,,,7,3,2","   2.8","1,,,7,5,2","   5.4","2,,,7,3,2","   5.6","1,,,7,5,2","   6.7","2,,,7,3,2","   7.0","1,,,7,5,2","131.2",",,,7","400",",,,7","2.65",",7","6.50",",,,7","-1.20",",,,7","270","1,7","17.9","1,7"
"USC00368361","2013-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.8",",7","262.3","7","0.0",",7","22",",7","8",",7","1",",7","26",",7","8",",7","1",",7","26",",7","14",",7","0",",7","0",",7","5","","","","-20.6",",7,17,","279",",,7,18,+","165",",,7,25,","40.1",",,7,22,","16.1",",7,06,","1489.0","7","   5.0",",,,7,3,2","   5.6",",,,7,5,2","626.3",",7","   7.2",",,,7,3,2","   7.2",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   1.1",",,,7,3,2","   1.1",",,,7,5,2","   2.0",",,,7,3,2","   2.1",",,,7,5,2","   2.7",",,,7,3,2","   2.9",",,,7,5,2","98.8",",,,7","914",",,,7","-1.87",",7","2.09",",,,7","-5.83",",,,7","270","1,7","13.4","1,7"
"USC00368361","2014-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","3.2",",7","0.0","7","0.0",",7","19",",7","10",",7","0",",7","27",",7","11",",7","12",",7","30",",7","20",",7","0",",7","0",",7","2","","","","-26.1",",7,28,","305",",,7,03,","191",",,7,03,","13.5",",,7,06,","10.0",",7,12,","2322.6","7","   1.1",",,,7,3,2","   1.1",",,,7,5,2","833.6",",7","   1.1",",,,7,3,2","   1.1",",,,7,5,2","  -1.7",",,,7,3,2","  -1.7",",,,7,5,2","  -1.1",",,,7,3,2","  -0.6",",,,7,5,2","  -0.5",",,,7,3,2","  -0.5",",,,7,5,2","  -0.2",",,,7,3,2","  -0.2",",,,7,5,2","70.0",",,,7","946",",,,7","-8.56",",7","-3.35",",,,7","-13.76",",,,7","12","2,7","93.9","2,7"
"USC00368361","2014-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.9",",7","0.0","7","0.0",",7","18",",7","6",",7","0",",7","28",",7","10",",7","11",",7","27",",7","20",",7","0",",7","0",",7","2","","1","","-27.8",",7,12,","305",",,7,10,","114",",,7,06,","15.0",",,7,02,","11.7",",7,21,","3073.6","7","  -1.1",",,,7,3,2","  -0.6",",,,7,5,2","751.0",",7","  -0.6",",,,7,3,2","  -0.6",",,,7,5,2","  -2.2",",,,7,3,2","  -2.2",",,,7,5,2","  -1.1",",,,7,3,2","  -0.6",",,,7,5,2","  -1.3",",,,7,3,2","  -1.1",",,,7,5,2","  -1.0",",,,7,3,2","  -0.6",",,,7,5,2","58.7",",,,7","690",",,,7","-8.49",",7","-2.35",",,,7","-14.63",",,,7","310","3,7","15.6","3,7"
"USC00368361","2014-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.8",",7","0.0","7","0.0",",7","15",",7","7",",7","0",",7","17",",7","4",",7","6",",7","30",",7","10",",7","0",",7","0",",7","1","","","","-26.7",",7,01,","152",",,7,14,+","152",",,7,13,","24.6",",,7,30,","12.8",",7,29,+","3769.0","7","   1.1",",,,7,3,2","   1.1",",,,7,5,2","695.4",",7","   2.2",",,,7,3,2","   3.3",",,,7,5,2","  -2.8",",,,7,3,2","  -2.2",",,,7,5,2","  -2.2",",,,7,3,2","  -1.1",",,,7,5,2","  -1.1",",,,7,3,2","  -0.5",",,,7,5,2","  -0.8",",,,7,3,2","   0.0",",,,7,5,2","74.2",",,,7","389",",,,7","-4.10",",7","2.11",",,,7","-10.31",",,,7","280","1,7","17.9","1,7"
"USC00368361","2014-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","3.2",",7","2.2","7","2.2",",7","13",",7","10",",7","1",",7","1",",7","1",",7","0",",7","13",",7","1",",7","5",",7","0",",7","6","","","","-7.8",",7,17,+","51",",,7,16,","46",",,7,16,","28.4",",,7,15,","25.0",",7,14,","4096.8","7","  11.1",",,,7,3,2","  10.0",",,,7,5,2","327.8",",7","  14.4",",,,7,3,2","  12.8",",,,7,5,2","   0.6",",,,7,3,2","   1.1",",,,7,5,2","   5.0",",,,7,3,2","   5.0",",,,7,5,2","   6.6",",,,7,3,2","   6.4",",,,7,5,2","   9.7",",,,7,3,2","   9.0",",,,7,5,2","115.9",",,,7","46",",,,7","7.48",",7","14.12",",,,7","0.84",",,,7","180","1,7","17.9","1,7"
"USC00368361","2014-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.3",",7","19.2","7","17.0",",7","14",",7","9",",7","0",",7","0",",7","0",",7","0",",7","3",",7","0",",7","13",",7","0",",7","15","","6","","-0.6",",7,07,+","0",",,7,31,+","0",",,7,31,+","24.4",",,7,16,","29.4",",7,14,","4265.2","7","  17.8","1,,,7,3,2","  17.2","1,,,7,5,2","168.4",",7","  19.4","1,,,7,3,2","  20.6","1,,,7,5,2","   7.8","1,,,7,3,2","   8.3","1,,,7,5,2","   9.4","1,,,7,3,2","   9.4","1,,,7,5,2","  12.9","1,,,7,3,2","  12.8","1,,,7,5,2","  15.3","1,,,7,3,2","  15.1","1,,,7,5,2","132.3",",,,7","0",",,,7","13.45",",7","19.46",",,,7","7.44",",,,7","320","3,7","13.4","3,7"
"USC00368361","2014-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.6",",7","75.8","7","56.6",",7","17",",7","11",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","26",",7","0",",7","16","","6","","5.6",",7,06,","0",",,7,30,+","0",",,7,30,+","49.5",",,7,26,","30.6",",7,18,","4299.1","7","  23.3",",,,7,3,2","  23.3",",,,7,5,2","33.9",",7","  25.0",",,,7,3,2","  25.6",",,,7,5,2","  16.1",",,,7,3,2","  16.1",",,,7,5,2","  18.3",",,,7,3,2","  18.9",",,,7,5,2","  19.4",",,,7,3,2","  19.2",",,,7,5,2","  21.6",",,,7,3,2","  21.9",",,,7,5,2","252.5",",,,7","0",",,,7","19.09",",7","25.00",",,,7","13.18",",,,7","310",",7","15.6",",7"
"USC00368361","2014-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","127.8","7","52.0",",7","18",",7","12",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","25",",7","0",",7","10","","5","","8.3",",7,25,+","0",",,7,31,+","0",",,7,31,+","36.8",",,7,28,","30.6",",7,02,","28.7","7","  23.9",",,,7,3,2","  23.9",",,,7,5,2","28.7",",7","  26.1",",,,7,3,2","  25.6",",,,7,5,2","  18.9",",,,7,3,2","  18.3",",,,7,5,2","  20.6",",,,7,3,2","  20.0",",,,7,5,2","  20.8",",,,7,3,2","  20.6",",,,7,5,2","  22.9",",,,7,3,2","  22.9",",,,7,5,2","112.6",",,,7","0",",,,7","19.08",",7","24.55",",,,7","13.61",",,,7","","","",""
"USC00368361","2014-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","172.0","7","44.2",",7","12",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","26",",7","0",",7","16","","4","","6.7",",7,15,","0",",,7,31,+","0",",,7,31,+","25.4",",,7,02,","29.4",",7,31,","61.0","7","","","","","32.3",",7","","","","","","","","","","","","","","","","","","","","","108.7",",,,7","0",",,,7","18.72",",7","24.85",",,,7","12.58",",,,7","","","",""
"USC00368361","2014-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","201.7","7","29.7",",7","11",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","18",",7","0",",7","13","","1","","3.9",",7,23,","0",",,7,30,+","0",",,7,30,+","37.3",",,7,11,","30.0",",7,06,","162.4","7","","","","","101.4",",7","","","","","","","","","","","","","","","","","","","","","91.7",",,,7","0",",,,7","15.94",",7","21.82",",,,7","10.07",",,,7","","","",""
"USC00368361","2014-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","202.8","7","1.1",",7","18",",7","13",",7","0",",7","0",",7","0",",7","0",",7","3",",7","0",",7","6",",7","0",",7","8","","1","","-1.7",",7,13,+","0",",,7,31,+","0",",,7,31,+","21.1",",,7,04,","26.1",",7,15,","406.3","7","  17.8","1,,,7,3,2","  17.2","1,,,7,5,2","243.9",",7","  18.9","1,,,7,3,2","  18.9","1,,,7,5,2","  10.0","1,,,7,3,2","   9.4","1,,,7,5,2","  11.7","1,,,7,3,2","  11.1","1,,,7,5,2","  12.9","1,,,7,3,2","  12.7","1,,,7,5,2","  14.1","1,,,7,3,2","  14.0","1,,,7,5,2","131.6",",,,7","0",",,,7","10.50",",7","15.69",",,,7","5.31",",,,7","","","",""
"USC00368361","2014-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","3.5","2,7","202.8","7","0.0",",7","20",",7","14",",7","0",",7","12",",7","6",",7","0",",7","19",",7","6",",7","0",",7","0",",7","2","","","","-13.9",",7,22,","229",",,7,21,+","218",",,7,14,","8.1",",,7,14,","18.9",",7,12,","904.7","7","  10.0","1,,,7,3,2","   9.4","1,,,7,5,2","498.4",",7","  10.0","1,,,7,3,2","  10.0","1,,,7,5,2","   0.6","1,,,7,3,2","   0.6","1,,,7,5,2","   2.8","1,,,7,3,2","   3.3","1,,,7,5,2","   5.5","1,,,7,3,2","   5.8","1,,,7,5,2","   6.9","1,,,7,3,2","   7.0","1,,,7,5,2","76.0",",,,7","590",",,,7","1.72",",7","5.60",",,,7","-2.17",",,,7","180",",7","20.1",",7"
"USC00368361","2014-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.9","3,7","202.8","7","0.0",",7","20",",7","8",",7","0",",7","6",",7","0",",7","0",",7","23",",7","7",",7","0",",7","0",",7","9","","","","-8.9",",7,31,","25",",,7,31,+","15",",,7,31,+","18.0",",,7,06,","15.0",",7,01,","1446.2","7","   4.4",",,,7,3,2","   5.0",",,,7,5,2","541.5",",7","   7.2",",,,7,3,2","   6.7",",,,7,5,2","   1.7",",,,7,3,2","   1.7",",,,7,5,2","   2.2",",,,7,3,2","   2.2",",,,7,5,2","   2.8",",,,7,3,2","   2.9",",,,7,5,2","   3.8",",,,7,3,2","   3.8",",,,7,5,2","63.7",",,,7","48",",,,7","0.87",",7","3.69",",,,7","-1.96",",,,7","250","3,7","20.1","3,7"
"USC00368361","2015-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","3.3","1,7","0.0","7","0.0",",7","18",",7","10",",7","0",",7","28",",7","11",",7","8",",7","31",",7","24",",7","0",",7","0",",7","1","","","","-25.0",",7,15,","356",",,7,09,","173",",,7,05,","21.8",",,7,04,","13.3",",7,04,","2247.4","7","   2.2",",,,7,3,2","   2.2",",,,7,5,2","801.2",",7","   3.3",",,,7,3,2","   3.3",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   0.7",",,,7,3,2","   0.7",",,,7,5,2","   0.8",",,,7,3,2","   0.8",",,,7,5,2","87.7",",,,7","1025",",,,7","-7.51",",7","-2.30",",,,7","-12.72",",,,7","280",",7","15.6",",7"
"USC00368361","2015-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","7","0.0",",7","16",",7","7",",7","0",",7","28",",7","11","1,7","16",",7","28",",7","25",",7","0",",7","0",",7","3","","","","-35.0",",7,21,+","533",",,7,21,+","244","1,,7,02,","21.6",",,7,02,","7.2",",7,09,","3137.7","7","   0.6",",,,7,3,2","   0.6",",,,7,5,2","890.3",",7","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","57.6",",,,7","891","1,,,7","-13.46",",7","-6.70",",,,7","-20.23",",,,7","350","1,7","15.6","1,7"
"USC00368361","2015-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","7","0.0",",7","12",",7","6",",7","0",",7","28",",7","5",",7","4",",7","27",",7","10",",7","0",",7","0",",7","3","","","","-28.3",",7,01,","457",",,7,03,+","61",",,7,02,","12.7",",,7,27,","12.2",",7,17,","3786.3","7","","","","","648.6",",7","","","","","","","","","","","","","","","","","","","","","41.8",",,,7","197",",,,7","-2.59",",7","3.01",",,,7","-8.19",",,,7","","","",""
"USC00368361","2015-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","7","0.0",",7","19",",7","13",",7","0",",7","0",",7","0",",7","0",",7","15",",7","0",",7","3",",7","0",",7","8","","3","","-3.9",",7,24,+","0",",T,7,24,+","13",",,7,23,","9.9",",,7,04,","25.6",",7,14,","4113.2","7","  11.7",",,,7,3,2","  11.1",",,,7,5,2","326.9",",7","  13.9",",,,7,3,2","  13.3",",,,7,5,2","  -0.6",",,,7,3,2","   0.0",",,,7,5,2","   4.4",",,,7,3,2","   3.9",",,,7,5,2","   7.2",",,,7,3,2","   7.0",",,,7,5,2","   9.9",",,,7,3,2","   9.4",",,,7,5,2","83.2",",,,7","18",",,,7","7.44",",7","13.85",",,,7","1.02",",,,7","160","1,7","15.6","1,7"
